lemma	pos	freq_ipm
старт	s	23.7
тепло	adv	23.7
шкура	s	23.7
антитело	s	23.6
бесплатно	adv	23.6
близкие	s	23.6
Васильевна	s.PROP	23.6
вспышка	s	23.6
драка	s	23.6
ласково	adv	23.6
младенец	s	23.6
нажать	v	23.6
нестись	v	23.6
нота	s	23.6
оппозиция	s	23.6
пособие	s	23.6
предпринять	v	23.6
происшествие	s	23.6
растеряться	v	23.6
сводить	v	23.6
сравнительно	adv	23.6
торопливо	adv	23.6
украсить	v	23.6
формировать	v	23.6
функциональный	a	23.6
взор	s	23.5
вставить	v	23.5
жалость	s	23.5
защитник	s	23.5
посещение	s	23.5
постройка	s	23.5
проба	s	23.5
решающий	a	23.5
снимок	s	23.5
стук	s	23.5
тетрадь	s	23.5
японец	s	23.5
беречь	v	23.4
Владимирович	s.PROP	23.4
заработный	a	23.4
казак	s	23.4
кислота	s	23.4
мусор	s	23.4
мыслить	v	23.4
отверстие	s	23.4
педагогический	a	23.4
плотно	adv	23.4
правонарушение	s	23.4
скрываться	v	23.4
скучно	adv	23.4
хитрый	a	23.4
христианин	s	23.4
армейский	a	23.3
влечь	v	23.3
геологический	a	23.3
дефицит	s	23.3
застынуть	v	23.3
кран	s	23.3
ложный	a	23.3
нежность	s	23.3
переводчик	s	23.3
преступный	a	23.3
проехать	v	23.3
смертный	a	23.3
спасибо	s	23.3
удержать	v	23.3
условный	a	23.3
Алик	s.PROP	23.2
вылететь	v	23.2
галерея	s	23.2
держава	s	23.2
жилищный	a	23.2
зависть	s	23.2
моряк	s	23.2
напротив	pr	23.2
обижаться	v	23.2
повышать	v	23.2
похоронить	v	23.2
претендовать	v	23.2
просторный	a	23.2
прохожий	s	23.2
рог	s	23.2
ругать	v	23.2
самка	s	23.2
туфля	s	23.2
угадать	v	23.2
химия	s	23.2
шагать	v	23.2
элементарный	a	23.2
велосипед	s	23.1
вечность	s	23.1
внезапный	a	23.1
деться	v	23.1
ерунда	s	23.1
инспектор	s	23.1
кататься	v	23.1
мадам	s	23.1
объединять	v	23.1
племя	s	23.1
привлекательный	a	23.1
свинья	s	23.1
тротуар	s	23.1
тупой	a	23.1
функционирование	s	23.1
хлопнуть	v	23.1
хрен	s	23.1
четверо	num	23.1
батальон	s	23
жидкий	a	23
изготовить	v	23
коррупция	s	23
кубок	s	23
покойный	a	23
полно	adv	23
привязать	v	23
резать	v	23
родные	s	23
стрелка	s	23
усталый	a	23
аромат	s	22.9
возбудить	v	22.9
заканчивать	v	22.9
коренной	a	22.9
Маргарита	s.PROP	22.9
мясной	a	22.9
напрасно	adv	22.9
неловко	adv	22.9
неожиданность	s	22.9
подавлять	v	22.9
поклонник	s	22.9
потратить	v	22.9
преимущественно	adv	22.9
сорваться	v	22.9
трактор	s	22.9
усиление	s	22.9
характеризовать	v	22.9
ягода	s	22.9
актерский	a	22.8
битва	s	22.8
Брежнев	s.PROP	22.8
ВВП	s.PROP	22.8
головка	s	22.8
голосовать	v	22.8
зрелище	s	22.8
изредка	adv	22.8
монах	s	22.8
наружу	adv	22.8
открыто	adv	22.8
отходить	v	22.8
по-разному	adv	22.8
приоритет	s	22.8
скучный	a	22.8
тряпка	s	22.8
удовлетворить	v	22.8
Андреевич	s.PROP	22.7
выгнать	v	22.7
грамм	s	22.7
дырка	s	22.7
заорать	v	22.7
ил	s	22.7
исключительный	a	22.7
комедия	s	22.7
минувший	a	22.7
мысленно	adv	22.7
наверх	adv	22.7
отмена	s	22.7
отправлять	v	22.7
побег	s	22.7
ползти	v	22.7
провал	s	22.7
разряд	s	22.7
ракетный	a	22.7
сходство	s	22.7
тыл	s	22.7
упустить	v	22.7
ученый	a	22.7
аж	part	22.6
базар	s	22.6
болтать	v	22.6
бревно	s	22.6
вспыхнуть	v	22.6
дежурный	s	22.6
драма	s	22.6
климат	s	22.6
комсомольский	a	22.6
кончать	v	22.6
набить	v	22.6
наследник	s	22.6
наследство	s	22.6
недвижимость	s	22.6
ненужный	a	22.6
нить	s	22.6
опоздать	v	22.6
переработка	s	22.6
полевой	a	22.6
пропаганда	s	22.6
равновесие	s	22.6
разрабатывать	v	22.6
синтез	s	22.6
спинка	s	22.6
угрожать	v	22.6
делить	v	22.5
должник	s	22.5
ленинский	a	22.5
надевать	v	22.5
попадаться	v	22.5
почтовый	a	22.5
правоохранительный	a	22.5
ранг	s	22.5
слепой	a	22.5
стыд	s	22.5
управляющий	a	22.5
христианство	s	22.5
встречный	a	22.4
выявление	s	22.4
график	s	22.4
Гриша	s.PROP	22.4
доза	s	22.4
забавный	a	22.4
заслуживать	v	22.4
интерьер	s	22.4
как-нибудь	advpro	22.4
королева	s	22.4
кредитор	s	22.4
логический	a	22.4
настать	v	22.4
непрерывный	a	22.4
обидно	adv	22.4
обходиться	v	22.4
отбор	s	22.4
отчаянный	a	22.4
пешком	adv	22.4
приз	s	22.4
пропускать	v	22.4
сбежать	v	22.4
Семенович	s.PROP	22.4
уменьшение	s	22.4
урожай	s	22.4
чуждый	a	22.4
барьер	s	22.3
вежливо	adv	22.3
дарить	v	22.3
духи	s	22.3
елка	s	22.3
захват	s	22.3
клиника	s	22.3
корпоративный	a	22.3
ладно	adv	22.3
надзор	s	22.3
обвинять	v	22.3
ругаться	v	22.3
собачий	a	22.3
торжественно	adv	22.3
убеждать	v	22.3
частота	s	22.3
чувствоваться	v	22.3
чудовищный	a	22.3
бык	s	22.2
гитара	s	22.2
ЕС	s.PROP	22.2
испортить	v	22.2
Канада	s.PROP	22.2
лужа	s	22.2
махать	v	22.2
меж	pr	22.2
Никитин	s.PROP	22.2
плен	s	22.2
разрешать	v	22.2
рак	s	22.2
рвать	v	22.2
спирт	s	22.2
автономный	a	22.1
Александровна	s.PROP	22.1
извлечь	v	22.1
изменять	v	22.1
интеллигентный	a	22.1
кузов	s	22.1
материя	s	22.1
матрос	s	22.1
мелькнуть	v	22.1
переносить	v	22.1
развод	s	22.1
разместить	v	22.1
сантиметр	s	22.1
соблюдать	v	22.1
создатель	s	22.1
хирург	s	22.1
целевой	a	22.1
бензин	s	22
ванна	s	22
Васильев	s.PROP	22
государь	s	22
Гусев	s.PROP	22
драматический	a	22
желудок	s	22
изобретение	s	22
любовный	a	22
миссия	s	22
мучительный	a	22
наносить	v	22
непростой	a	22
рейс	s	22
сводиться	v	22
сердиться	v	22
специализированный	a	22
терпение	s	22
товарный	a	22
употреблять	v	22
бумажный	a	21.9
грохот	s	21.9
грузинский	a	21.9
Давид	s.PROP	21.9
жир	s	21.9
избегать	v	21.9
кадровый	a	21.9
канон	s	21.9
компенсация	s	21.9
осмотреть	v	21.9
откровенный	a	21.9
представительство	s	21.9
репутация	s	21.9
рыбак	s	21.9
стройный	a	21.9
татарский	a	21.9
устойчивость	s	21.9
щит	s	21.9
апостол	s	21.8
бульвар	s	21.8
выдача	s	21.8
двадцатый	anum	21.8
действительный	a	21.8
драться	v	21.8
забирать	v	21.8
значимый	a	21.8
израильский	a	21.8
оборачиваться	v	21.8
повторяться	v	21.8
прошедший	a	21.8
уговаривать	v	21.8
уравнение	s	21.8
четверг	s	21.8
энергетика	s	21.8
ансамбль	s	21.7
беспокоить	v	21.7
ВВС	s.PROP	21.7
диссертация	s	21.7
заяц	s	21.7
капуста	s	21.7
комиссар	s	21.7
консультация	s	21.7
крохотный	a	21.7
лампочка	s	21.7
олимпийский	a	21.7
организационный	a	21.7
откуда-то	advpro	21.7
подоконник	s	21.7
проникнуть	v	21.7
ребро	s	21.7
столкновение	s	21.7
фактический	a	21.7
было	part	21.6
доноситься	v	21.6
завидовать	v	21.6
мамин	a	21.6
необыкновенный	a	21.6
охватывать	v	21.6
приключение	s	21.6
простота	s	21.6
сжечь	v	21.6
склонный	a	21.6
сочинять	v	21.6
установленный	a	21.6
фрукт	s	21.6
вдова	s	21.5
взятка	s	21.5
включение	s	21.5
гармония	s	21.5
грубо	adv	21.5
ЖКХ	s.PROP	21.5
община	s	21.5
осудить	v	21.5
ось	s	21.5
Полина	s.PROP	21.5
пулемет	s	21.5
СПС	s.PROP	21.5
транслит	s	21.5
цитата	s	21.5
чайник	s	21.5
шагнуть	v	21.5
балет	s	21.4
весть	s	21.4
восемьдесят	num	21.4
казнь	s	21.4
командующий	s	21.4
недаром	adv	21.4
образовать	v	21.4
окраина	s	21.4
освободиться	v	21.4
пророк	s	21.4
спаситель	s	21.4
Аля	s.PROP	21.3
бабочка	s	21.3
дневной	a	21.3
Лева	s.PROP	21.3
навык	s	21.3
пение	s	21.3
посредством	pr	21.3
пробка	s	21.3
рациональный	a	21.3
ручей	s	21.3
сажать	v	21.3
светский	a	21.3
сэр	s	21.3
уютный	a	21.3
Белоруссия	s.PROP	21.2
бред	s	21.2
вздыхать	v	21.2
изящный	a	21.2
легкость	s	21.2
молекула	s	21.2
наверху	adv	21.2
незначительный	a	21.2
отнестись	v	21.2
оторваться	v	21.2
отрицать	v	21.2
перечислить	v	21.2
разведчик	s	21.2
рама	s	21.2
рубаха	s	21.2
свалиться	v	21.2
таблетка	s	21.2
архитектурный	a	21.1
валютный	a	21.1
взвод	s	21.1
всевозможный	a	21.1
вырвать	v	21.1
Джон	s.PROP	21.1
дистанция	s	21.1
запомниться	v	21.1
испанский	a	21.1
кислород	s	21.1
наклониться	v	21.1
неизбежно	adv	21.1
палочка	s	21.1
поцелуй	s	21.1
прихожая	s	21.1
пропадать	v	21.1
светить	v	21.1
сессия	s	21.1
служащий	s	21.1
спеть	v	21.1
тихонько	adv	21.1
тревожный	a	21.1
убыток	s	21.1
увезти	v	21.1
увлечение	s	21.1
уступить	v	21.1
коллегия	s	21
магнитный	a	21
МИД	s.PROP	21
милицейский	a	21
окружающее	s	21
регулировать	v	21
соображать	v	21
сумерки	s	21
ярость	s	21
банкротство	s	20.9
догнать	v	20.9
докладывать	v	20.9
касса	s	20.9
лауреат	s	20.9
прыжок	s	20.9
РАО	s.PROP	20.9
тройка	s	20.9
фундаментальный	a	20.9
чрезвычайный	a	20.9
щенок	s	20.9
анализировать	v	20.8
вздох	s	20.8
воспитывать	v	20.8
выходной	s	20.8
гнездо	s	20.8
демонстрация	s	20.8
Зина	s.PROP	20.8
колебаться	v	20.8
конечно	part	20.8
негромко	adv	20.8
парижский	a	20.8
поддаваться	v	20.8
романтический	a	20.8
слышаться	v	20.8
удерживать	v	20.8
феномен	s	20.8
юрист	s	20.8
Вика	s.PROP	20.7
Виталий	s.PROP	20.7
возбуждение	s	20.7
возвращать	v	20.7
героиня	s	20.7
дополнение	s	20.7
ирония	s	20.7
королевский	a	20.7
молодежный	a	20.7
наружный	a	20.7
новенький	a	20.7
официант	s	20.7
погодить	v	20.7
потихоньку	adv	20.7
представиться	v	20.7
сгореть	v	20.7
специфика	s	20.7
стрела	s	20.7
чеченец	s	20.7
шахта	s	20.7
шевелиться	v	20.7
этнический	a	20.7
вирусный	a	20.6
воплощение	s	20.6
выгода	s	20.6
дизайн	s	20.6
зафиксировать	v	20.6
милость	s	20.6
относительно	adv	20.6
очко	s	20.6
подробный	a	20.6
потомок	s	20.6
рецепт	s	20.6
социально-экономический	a	20.6
удивленно	adv	20.6
АПК	s.PROP	20.5
арабский	a	20.5
атом	s	20.5
букет	s	20.5
верность	s	20.5
защитный	a	20.5
змея	s	20.5
китаец	s	20.5
мораль	s	20.5
наладить	v	20.5
оказание	s	20.5
поверхностный	a	20.5
подъехать	v	20.5
покончить	v	20.5
полотенце	s	20.5
провалиться	v	20.5
сопровождение	s	20.5
средневековый	a	20.5
суждение	s	20.5
Тимофей	s.PROP	20.5
тираж	s	20.5
уволить	v	20.5
шпион	s	20.5
Алена	s.PROP	20.4
алкоголь	s	20.4
возмутиться	v	20.4
доставлять	v	20.4
жилец	s	20.4
звездный	a	20.4
накопить	v	20.4
настроить	v	20.4
объявлять	v	20.4
осколок	s	20.4
палуба	s	20.4
превращение	s	20.4
прибавить	v	20.4
равнодушный	a	20.4
спокойствие	s	20.4
Степанович	s.PROP	20.4
тезис	s	20.4
Феликс	s.PROP	20.4
электроэнергия	s	20.4
береза	s	20.3
важность	s	20.3
веко	s	20.3
вытекать	v	20.3
задолженность	s	20.3
залог	s	20.3
испуганно	adv	20.3
конкретно	adv	20.3
накопление	s	20.3
организовывать	v	20.3
осознавать	v	20.3
очистить	v	20.3
передовой	a	20.3
пещера	s	20.3
приступ	s	20.3
проектирование	s	20.3
сердечный	a	20.3
сопровождаться	v	20.3
спичка	s	20.3
струя	s	20.3
тактика	s	20.3
таскать	v	20.3
удачно	adv	20.3
унести	v	20.3
уста	s	20.3
внесение	s	20.2
Вячеслав	s.PROP	20.2
здравоохранение	s	20.2
категорически	adv	20.2
мужество	s	20.2
мчаться	v	20.2
наименование	s	20.2
наказать	v	20.2
обнимать	v	20.2
остро	adv	20.2
плакат	s	20.2
предать	v	20.2
принятый	a	20.2
психика	s	20.2
солдатский	a	20.2
упорно	adv	20.2
хлопать	v	20.2
электричество	s	20.2
буря	s	20.1
выразиться	v	20.1
забросить	v	20.1
закономерность	s	20.1
здешний	a	20.1
исполниться	v	20.1
Крым	s.PROP	20.1
мелькать	v	20.1
мл	s.PROP	20.1
многолетний	a	20.1
очерк	s	20.1
передаваться	v	20.1
поверх	pr	20.1
производительность	s	20.1
сдерживать	v	20.1
Сергеевна	s.PROP	20.1
церемония	s	20.1
автоматически	adv	20
аэродром	s	20
буфет	s	20
винтовка	s	20
жажда	s	20
Зоя	s.PROP	20
метаться	v	20
Михайловна	s.PROP	20
надежность	s	20
одеваться	v	20
плоскость	s	20
плотность	s	20
позади	adv	20
РСФСР	s.PROP	20
сдача	s	20
сжать	v	20
скот	s	20
смело	adv	20
творение	s	20
тем	conj	20
толкнуть	v	20
Турция	s.PROP	20
убирать	v	20
Чубайс	s.PROP	20
выработка	s	19.9
вырезать	v	19.9
гипотеза	s	19.9
добыть	v	19.9
зад	s	19.9
заложник	s	19.9
инстинкт	s	19.9
кружок	s	19.9
максимум	s	19.9
наградить	v	19.9
ничуть	advpro	19.9
Новгород	s.PROP	19.9
овощи	s	19.9
отвезти	v	19.9
пасть	v	19.9
полдень	s	19.9
радовать	v	19.9
расставить	v	19.9
Самара	s.PROP	19.9
совпадение	s	19.9
срочный	a	19.9
Томас	s.PROP	19.9
а	intj	19.8
альтернативный	a	19.8
Березовский	s.PROP	19.8
возглавить	v	19.8
жарко	adv	19.8
животный	a	19.8
интерпретация	s	19.8
классификация	s	19.8
конгресс	s	19.8
кончик	s	19.8
крестьянский	a	19.8
молчаливый	a	19.8
новейший	a	19.8
отстать	v	19.8
перчатка	s	19.8
поддержание	s	19.8
пригодиться	v	19.8
пропасть	s	19.8
пуговица	s	19.8
раздаваться	v	19.8
толщина	s	19.8
царить	v	19.8
диапазон	s	19.7
допускаться	v	19.7
заинтересованный	a	19.7
криминальный	a	19.7
наблюдатель	s	19.7
нитка	s	19.7
орел	s	19.7
поляна	s	19.7
проволока	s	19.7
разом	adv	19.7
рояль	s	19.7
уличный	a	19.7
шумный	a	19.7
академический	a	19.6
аплодисменты	s	19.6
болезненный	a	19.6
Боря	s.PROP	19.6
выбить	v	19.6
грандиозный	a	19.6
гуманитарный	a	19.6
дабы	conj	19.6
конфета	s	19.6
легкое	s	19.6
лошадиный	a	19.6
любоваться	v	19.6
образовательный	a	19.6
освоить	v	19.6
очнуться	v	19.6
пацан	s	19.6
перевернуть	v	19.6
придерживаться	v	19.6
суета	s	19.6
травма	s	19.6
украшение	s	19.6
физически	adv	19.6
худший	a	19.6
Артур	s.PROP	19.5
видимость	s	19.5
выезжать	v	19.5
выработать	v	19.5
дружеский	a	19.5
завернуть	v	19.5
задыхаться	v	19.5
козел	s	19.5
лопата	s	19.5
Мейерхольд	s.PROP	19.5
наряд	s	19.5
недостаточный	a	19.5
отступать	v	19.5
пустяк	s	19.5
сочинить	v	19.5
стабильный	a	19.5
сыр	s	19.5
тайга	s	19.5
вмешательство	s	19.4
возиться	v	19.4
выпускник	s	19.4
дальнейшее	s	19.4
декорация	s	19.4
джинсы	s	19.4
излучение	s	19.4
корзина	s	19.4
невозможность	s	19.4
неизменный	a	19.4
образованный	a	19.4
октябрьский	a	19.4
ориентация	s	19.4
отражаться	v	19.4
петля	s	19.4
печаль	s	19.4
повсюду	advpro	19.4
полотно	s	19.4
поработать	v	19.4
поселиться	v	19.4
прелесть	s	19.4
разнообразие	s	19.4
регулярный	a	19.4
скучать	v	19.4
Солженицын	s.PROP	19.4
старательно	adv	19.4
традиционно	adv	19.4
уверить	v	19.4
упор	s	19.4
э	intj	19.4
Буш	s.PROP	19.3
владение	s	19.3
вторник	s	19.3
дьявол	s	19.3
обнаруживать	v	19.3
относительный	a	19.3
парламентский	a	19.3
поспешно	adv	19.3
разноцветный	a	19.3
сбоку	adv	19.3
Смирнов	s.PROP	19.3
темно	adv	19.3
толком	adv	19.3
увеличивать	v	19.3
всероссийский	a	19.2
генетический	a	19.2
гудеть	v	19.2
епископ	s	19.2
изначально	adv	19.2
интенсивный	a	19.2
пласт	s	19.2
подружка	s	19.2
полоска	s	19.2
поразительный	a	19.2
пресс-конференция	s	19.2
пропуск	s	19.2
редкость	s	19.2
сопротивляться	v	19.2
твориться	v	19.2
бригадир	s	19.1
га	s.PROP	19.1
гладить	v	19.1
Димка	s.PROP	19.1
Дина	s.PROP	19.1
дипломат	s	19.1
колония	s	19.1
коса	s	19.1
литератор	s	19.1
обман	s	19.1
отходы	s	19.1
печатный	a	19.1
печень	s	19.1
позитивный	a	19.1
потерпеть	v	19.1
премьер-министр	s	19.1
славянский	a	19.1
спрятаться	v	19.1
эстетический	a	19.1
величайший	a	19
витрина	s	19
Генрих	s.PROP	19
госпожа	s	19
дружно	adv	19
кинотеатр	s	19
код	s	19
неясный	a	19
плюс	s	19
приподнять	v	19
пускай	part	19
разорвать	v	19
снаружи	adv	19
трястись	v	19
убежденный	a	19
шарик	s	19
шахматы	s	19
батюшка	s	18.9
бешеный	a	18.9
диагноз	s	18.9
долина	s	18.9
дуть	v	18.9
женатый	a	18.9
занести	v	18.9
кипеть	v	18.9
обнаружение	s	18.9
огурец	s	18.9
ориентировать	v	18.9
открытка	s	18.9
поворачиваться	v	18.9
предварительно	adv	18.9
прощение	s	18.9
роковой	a	18.9
рыцарь	s	18.9
рычаг	s	18.9
симпатия	s	18.9
сойтись	v	18.9
Стас	s.PROP	18.9
стихия	s	18.9
уцелеть	v	18.9
Берия	s.PROP	18.8
влюбиться	v	18.8
воспитать	v	18.8
выстроить	v	18.8
газетный	a	18.8
горечь	s	18.8
горячо	adv	18.8
завершиться	v	18.8
Зинаида	s.PROP	18.8
злоба	s	18.8
кора	s	18.8
Крылов	s.PROP	18.8
любовник	s	18.8
мороженое	s	18.8
Наполеон	s.PROP	18.8
неподвижный	a	18.8
новогодний	a	18.8
отставать	v	18.8
посчитать	v	18.8
садовый	a	18.8
секретарша	s	18.8
трещина	s	18.8
лишиться	v	18.7
локальный	a	18.7
марш	s	18.7
нарочно	adv	18.7
нуль	s	18.7
обедать	v	18.7
ограда	s	18.7
песнь	s	18.7
печально	adv	18.7
политбюро	s	18.7
постучать	v	18.7
предпочтение	s	18.7
придумывать	v	18.7
резиновый	a	18.7
реформирование	s	18.7
ссылаться	v	18.7
уловить	v	18.7
умолять	v	18.7
чаша	s	18.7
Швейцария	s.PROP	18.7
шуба	s	18.7
аппаратура	s	18.6
ведать	v	18.6
витамин	s	18.6
вон	advpro	18.6
горько	adv	18.6
доставка	s	18.6
заработок	s	18.6
кавказский	a	18.6
мент	s	18.6
нежно	adv	18.6
неправда	s	18.6
повлиять	v	18.6
подвергаться	v	18.6
престижный	a	18.6
прощание	s	18.6
сердито	adv	18.6
содействие	s	18.6
стадо	s	18.6
съездить	v	18.6
толчок	s	18.6
турецкий	a	18.6
цитировать	v	18.6
агрегат	s	18.5
бедность	s	18.5
беспокойство	s	18.5
именовать	v	18.5
исправить	v	18.5
казенный	a	18.5
калитка	s	18.5
куда-нибудь	advpro	18.5
мед	s	18.5
окраска	s	18.5
опускаться	v	18.5
повреждение	s	18.5
проникать	v	18.5
протягивать	v	18.5
разбирать	v	18.5
расставаться	v	18.5
саратовский	a	18.5
совершенство	s	18.5
татарин	s	18.5
толкать	v	18.5
упоминать	v	18.5
ФСБ	s.PROP	18.5
бесполезный	a	18.4
вакцина	s	18.4
вдвое	adv	18.4
вкладывать	v	18.4
впрямь	adv	18.4
глина	s	18.4
заведовать	v	18.4
крутиться	v	18.4
Ленька	s.PROP	18.4
молочный	a	18.4
мотоцикл	s	18.4
отбросить	v	18.4
отступить	v	18.4
полицейский	s	18.4
поменять	v	18.4
руководствоваться	v	18.4
скрипка	s	18.4
сука	s	18.4
трезвый	a	18.4
уговорить	v	18.4
успокаивать	v	18.4
учащийся	s	18.4
фонтан	s	18.4
цивилизованный	a	18.4
бег	s	18.3
властный	a	18.3
восхищение	s	18.3
выезд	s	18.3
жевать	v	18.3
жестко	adv	18.3
закат	s	18.3
запрещать	v	18.3
интеграция	s	18.3
иркутский	a	18.3
Колька	s.PROP	18.3
кривой	a	18.3
лыжа	s	18.3
направо	adv	18.3
опускать	v	18.3
повестка	s	18.3
повредить	v	18.3
поесть	v	18.3
потребительский	a	18.3
предпочесть	v	18.3
предшествовать	v	18.3
прижаться	v	18.3
продвижение	s	18.3
распорядиться	v	18.3
ручной	a	18.3
сказаться	v	18.3
сомнительный	a	18.3
соотечественник	s	18.3
сочувствие	s	18.3
становление	s	18.3
улететь	v	18.3
Валерия	s.PROP	18.2
восемнадцать	num	18.2
ГПК	s.PROP	18.2
договоренность	s	18.2
дожить	v	18.2
думаться	v	18.2
зажечь	v	18.2
издали	adv	18.2
МХАТ	s.PROP	18.2
отвратительный	a	18.2
планирование	s	18.2
простыня	s	18.2
пышный	a	18.2
служение	s	18.2
спецслужба	s	18.2
физиономия	s	18.2
характеризоваться	v	18.2
аналитик	s	18.1
аналитический	a	18.1
вдали	adv	18.1
входной	a	18.1
жительство	s	18.1
задеть	v	18.1
интеллигент	s	18.1
колючий	a	18.1
навести	v	18.1
налево	adv	18.1
неверный	a	18.1
нисколько	advpro	18.1
офицерский	a	18.1
преподавать	v	18.1
приготовление	s	18.1
прикрывать	v	18.1
примета	s	18.1
пройтись	v	18.1
против	adv	18.1
прыгнуть	v	18.1
пыльный	a	18.1
радикальный	a	18.1
развлечение	s	18.1
се	spro	18.1
укрепить	v	18.1
висок	s	18
гад	s	18
даль	s	18
евро	s	18
задержаться	v	18
знакомиться	v	18
индекс	s	18
кинуть	v	18
классик	s	18
купаться	v	18
маршал	s	18
Молотов	s.PROP	18
немыслимый	a	18
нервничать	v	18
обзор	s	18
отчетность	s	18
параллельно	adv	18
поспешить	v	18
править	v	18
пробить	v	18
проделать	v	18
путешественник	s	18
сдаваться	v	18
ступать	v	18
шахматный	a	18
Борисович	s.PROP	17.9
дежурный	a	17.9
завет	s	17.9
искра	s	17.9
клясться	v	17.9
Ксения	s.PROP	17.9
пестрый	a	17.9
питаться	v	17.9
пищевой	a	17.9
погон	s	17.9
потрясать	v	17.9
промолчать	v	17.9
снижать	v	17.9
сосредоточить	v	17.9
употребление	s	17.9
хаос	s	17.9
энергичный	a	17.9
а-а	intj	17.8
адекватный	a	17.8
взнос	s	17.8
возврат	s	17.8
выключить	v	17.8
дуб	s	17.8
жар	s	17.8
значимость	s	17.8
Иерусалим	s.PROP	17.8
инженерный	a	17.8
качать	v	17.8
луг	s	17.8
напрямую	adv	17.8
нарастать	v	17.8
наслаждаться	v	17.8
нрав	s	17.8
ну-ка	intj	17.8
обходить	v	17.8
одиночка	s	17.8
Платон	s.PROP	17.8
пожарный	a	17.8
порождать	v	17.8
профсоюз	s	17.8
слуга	s	17.8
случайность	s	17.8
телега	s	17.8
вглядываться	v	17.7
вертикальный	a	17.7
воротник	s	17.7
выполняться	v	17.7
затянуться	v	17.7
импульс	s	17.7
киевский	a	17.7
классика	s	17.7
крошечный	a	17.7
крыса	s	17.7
крючок	s	17.7
культ	s	17.7
Лебедев	s.PROP	17.7
Леонидович	s.PROP	17.7
минеральный	a	17.7
Минфин	s.PROP	17.7
натянуть	v	17.7
неудобно	adv	17.7
Нюра	s.PROP	17.7
обвинить	v	17.7
объятие	s	17.7
отличать	v	17.7
переписка	s	17.7
подбирать	v	17.7
превращать	v	17.7
расспрашивать	v	17.7
санаторий	s	17.7
скульптура	s	17.7
Соня	s.PROP	17.7
сынок	s	17.7
формулировка	s	17.7
хата	s	17.7
шов	s	17.7
эффективно	adv	17.7
акционерный	a	17.6
былой	a	17.6
внутрь	adv	17.6
выдерживать	v	17.6
выложить	v	17.6
деяние	s	17.6
довестись	v	17.6
довод	s	17.6
договариваться	v	17.6
должный	a	17.6
издавать	v	17.6
издалека	adv	17.6
кандидатура	s	17.6
комплект	s	17.6
находка	s	17.6
неизменно	adv	17.6
отвращение	s	17.6
Пашка	s.PROP	17.6
плевать	v	17.6
покраснеть	v	17.6
породить	v	17.6
приблизительно	adv	17.6
привозить	v	17.6
РАН	s.PROP	17.6
Сапожников	s.PROP	17.6
следственный	a	17.6
солнышко	s	17.6
спуск	s	17.6
стадион	s	17.6
увести	v	17.6
чайка	s	17.6
Шура	s.PROP	17.6
Алина	s.PROP	17.5
гордо	adv	17.5
гром	s	17.5
грунт	s	17.5
завалить	v	17.5
заверить	v	17.5
зажать	v	17.5
монета	s	17.5
невинный	a	17.5
обыск	s	17.5
овца	s	17.5
оснастить	v	17.5
особняк	s	17.5
повседневный	a	17.5
слышный	a	17.5
смутный	a	17.5
совершаться	v	17.5
сплошь	adv	17.5
станок	s	17.5
стоянка	s	17.5
трясти	v	17.5
тут-то	advpro	17.5
тюремный	a	17.5
Финляндия	s.PROP	17.5
финский	a	17.5
Шекспир	s.PROP	17.5
Юля	s.PROP	17.5
Андреев	s.PROP	17.4
десятка	s	17.4
завоевать	v	17.4
замерзнуть	v	17.4
злость	s	17.4
импортный	a	17.4
капитализм	s	17.4
клинический	a	17.4
кошмар	s	17.4
ликвидировать	v	17.4
Люба	s.PROP	17.4
наследие	s	17.4
обезьяна	s	17.4
перемещение	s	17.4
переспросить	v	17.4
поблагодарить	v	17.4
православие	s	17.4
процентный	a	17.4
распад	s	17.4
самоубийство	s	17.4
сражение	s	17.4
старичок	s	17.4
усадьба	s	17.4
цвести	v	17.4
Артем	s.PROP	17.3
благополучно	adv	17.3
водиться	v	17.3
го	s	17.3
заря	s	17.3
индийский	a	17.3
Иоганн	s.PROP	17.3
истребитель	s	17.3
комбинация	s	17.3
мутный	a	17.3
нехороший	a	17.3
ничего	advpro	17.3
оглядеть	v	17.3
олимпиада	s	17.3
откликнуться	v	17.3
очаг	s	17.3
папироса	s	17.3
погладить	v	17.3
разводить	v	17.3
различать	v	17.3
системный	a	17.3
сознательно	adv	17.3
справляться	v	17.3
Федя	s.PROP	17.3
энтузиазм	s	17.3
этакий	apro	17.3
ять	s	17.3
величие	s	17.2
выписать	v	17.2
географический	a	17.2
греметь	v	17.2
заряд	s	17.2
классный	a	17.2
компромисс	s	17.2
купол	s	17.2
ориентироваться	v	17.2
отзыв	s	17.2
плюнуть	v	17.2
преодоление	s	17.2
протекать	v	17.2
репертуар	s	17.2
рюкзак	s	17.2
сено	s	17.2
согласование	s	17.2
ставиться	v	17.2
тверской	a	17.2
украшать	v	17.2
фундамент	s	17.2
Вовка	s.PROP	17.1
жилище	s	17.1
заводить	v	17.1
заполнять	v	17.1
изумление	s	17.1
Марат	s.PROP	17.1
насекомое	s	17.1
освещение	s	17.1
плавание	s	17.1
пленум	s	17.1
позор	s	17.1
предельно	adv	17.1
прибегать	v	17.1
присоединиться	v	17.1
промежуточный	a	17.1
прочность	s	17.1
разбойник	s	17.1
Соколов	s.PROP	17.1
стройка	s	17.1
